set	case	family	method	iteration	relative_true_residual
portfolio-holdout	latin-square-cover-608	latin-square	baseline-symmetric-map	5	2.870391814896e-4
portfolio-holdout	latin-square-cover-608	latin-square	baseline-symmetric-map	6	9.556980153711e-5
portfolio-holdout	latin-square-cover-608	latin-square	baseline-symmetric-map	7	1.053639886392e-5
portfolio-holdout	latin-square-cover-608	latin-square	baseline-symmetric-map	8	1.506001365342e-6
portfolio-holdout	latin-square-cover-608	latin-square	baseline-symmetric-map	9	9.528119620659e-8
portfolio-holdout	latin-square-cover-608	latin-square	baseline-symmetric-map	10	2.359569889189e-8
portfolio-holdout	latin-square-cover-608	latin-square	baseline-symmetric-map	11	2.130154879355e-9
portfolio-holdout	latin-square-cover-608	latin-square	baseline-symmetric-map	12	2.137611531559e-10
portfolio-holdout	latin-square-cover-608	latin-square	baseline-symmetric-map	13	4.225680007292e-12
portfolio-holdout	latin-square-cover-608	latin-square	oracle	0	1.000000000000e0
portfolio-holdout	latin-square-cover-608	latin-square	oracle	1	1.604727389220e-2
portfolio-holdout	latin-square-cover-608	latin-square	oracle	2	4.826551461600e-3
portfolio-holdout	latin-square-cover-608	latin-square	oracle	3	1.101518015045e-3
portfolio-holdout	latin-square-cover-608	latin-square	oracle	4	6.084954615677e-5
portfolio-holdout	latin-square-cover-608	latin-square	oracle	5	5.013118553311e-6
portfolio-holdout	latin-square-cover-608	latin-square	oracle	6	2.055539053761e-7
portfolio-holdout	latin-square-cover-608	latin-square	oracle	7	1.082737208321e-8
portfolio-holdout	latin-square-cover-608	latin-square	oracle	8	2.887274340445e-10
portfolio-holdout	latin-square-cover-608	latin-square	oracle	9	2.233961384338e-12
portfolio-holdout	latin-square-cover-608	latin-square	one-shot-pair-neighborhood	0	1.000000000000e0
portfolio-holdout	latin-square-cover-608	latin-square	one-shot-pair-neighborhood	1	1.172982341156e-2
portfolio-holdout	latin-square-cover-608	latin-square	one-shot-pair-neighborhood	2	2.570068312130e-3
portfolio-holdout	latin-square-cover-608	latin-square	one-shot-pair-neighborhood	3	9.239085642878e-5
portfolio-holdout	latin-square-cover-608	latin-square	one-shot-pair-neighborhood	4	2.312265239153e-6
portfolio-holdout	latin-square-cover-608	latin-square	one-shot-pair-neighborhood	5	1.592202991096e-7
portfolio-holdout	latin-square-cover-608	latin-square	one-shot-pair-neighborhood	6	2.918737756187e-9
portfolio-holdout	latin-square-cover-608	latin-square	one-shot-pair-neighborhood	7	7.425956240617e-11
portfolio-holdout	latin-square-cover-608	latin-square	primary-bootstrap-final	0	1.000000000000e0
portfolio-holdout	latin-square-cover-608	latin-square	primary-bootstrap-final	1	1.172982341156e-2
portfolio-holdout	latin-square-cover-608	latin-square	primary-bootstrap-final	2	2.570068312130e-3
portfolio-holdout	latin-square-cover-608	latin-square	primary-bootstrap-final	3	9.239085642878e-5
portfolio-holdout	latin-square-cover-608	latin-square	primary-bootstrap-final	4	2.312265239153e-6
portfolio-holdout	latin-square-cover-608	latin-square	primary-bootstrap-final	5	1.592202991096e-7
portfolio-holdout	latin-square-cover-608	latin-square	primary-bootstrap-final	6	2.918737756187e-9
portfolio-holdout	latin-square-cover-608	latin-square	primary-bootstrap-final	7	7.425956240617e-11
portfolio-holdout	latin-square-cover-608	latin-square	portfolio-final	0	1.000000000000e0
portfolio-holdout	latin-square-cover-608	latin-square	portfolio-final	1	1.172982341156e-2
portfolio-holdout	latin-square-cover-608	latin-square	portfolio-final	2	2.570068312130e-3
portfolio-holdout	latin-square-cover-608	latin-square	portfolio-final	3	9.239085642878e-5
portfolio-holdout	latin-square-cover-608	latin-square	portfolio-final	4	2.312265239153e-6
portfolio-holdout	latin-square-cover-608	latin-square	portfolio-final	5	1.592202991096e-7
portfolio-holdout	latin-square-cover-608	latin-square	portfolio-final	6	2.918737756187e-9
portfolio-holdout	latin-square-cover-608	latin-square	portfolio-final	7	7.425956240617e-11
portfolio-holdout	tensor-grid-cover-609	tensor-grid	baseline-symmetric-map	0	1.000000000000e0
portfolio-holdout	tensor-grid-cover-609	tensor-grid	baseline-symmetric-map	1	2.615003380030e-3
portfolio-holdout	tensor-grid-cover-609	tensor-grid	baseline-symmetric-map	2	2.895723773761e-4
portfolio-holdout	tensor-grid-cover-609	tensor-grid	baseline-symmetric-map	3	2.761665735590e-5
portfolio-holdout	tensor-grid-cover-609	tensor-grid	baseline-symmetric-map	4	2.010011166531e-6
portfolio-holdout	tensor-grid-cover-609	tensor-grid	baseline-symmetric-map	5	9.622332844454e-8
portfolio-holdout	tensor-grid-cover-609	tensor-grid	baseline-symmetric-map	6	3.242666444345e-9
portfolio-holdout	tensor-grid-cover-609	tensor-grid	baseline-symmetric-map	7	5.975624528047e-11
portfolio-holdout	tensor-grid-cover-609	tensor-grid	oracle	0	1.000000000000e0
portfolio-holdout	tensor-grid-cover-609	tensor-grid	oracle	1	4.300178455081e-4
portfolio-holdout	tensor-grid-cover-609	tensor-grid	oracle	2	1.062736092759e-5
portfolio-holdout	tensor-grid-cover-609	tensor-grid	oracle	3	2.018682322037e-7
portfolio-holdout	tensor-grid-cover-609	tensor-grid	oracle	4	9.729046547883e-10
portfolio-holdout	tensor-grid-cover-609	tensor-grid	oracle	5	2.552040122819e-12
portfolio-holdout	tensor-grid-cover-609	tensor-grid	one-shot-pair-neighborhood	0	1.000000000000e0
portfolio-holdout	tensor-grid-cover-609	tensor-grid	one-shot-pair-neighborhood	1	4.054954835244e-4
portfolio-holdout	tensor-grid-cover-609	tensor-grid	one-shot-pair-neighborhood	2	1.021069392152e-5
portfolio-holdout	tensor-grid-cover-609	tensor-grid	one-shot-pair-neighborhood	3	2.261445137012e-7
portfolio-holdout	tensor-grid-cover-609	tensor-grid	one-shot-pair-neighborhood	4	5.688604010570e-10
portfolio-holdout	tensor-grid-cover-609	tensor-grid	one-shot-pair-neighborhood	5	1.149034445141e-12
portfolio-holdout	tensor-grid-cover-609	tensor-grid	primary-bootstrap-final	0	1.000000000000e0
portfolio-holdout	tensor-grid-cover-609	tensor-grid	primary-bootstrap-final	1	2.620903267391e-4
portfolio-holdout	tensor-grid-cover-609	tensor-grid	primary-bootstrap-final	2	2.466399903138e-6
portfolio-holdout	tensor-grid-cover-609	tensor-grid	primary-bootstrap-final	3	1.261706068774e-8
portfolio-holdout	tensor-grid-cover-609	tensor-grid	primary-bootstrap-final	4	2.415022099415e-11
portfolio-holdout	tensor-grid-cover-609	tensor-grid	portfolio-final	0	1.000000000000e0
portfolio-holdout	tensor-grid-cover-609	tensor-grid	portfolio-final	1	2.620903267391e-4
portfolio-holdout	tensor-grid-cover-609	tensor-grid	portfolio-final	2	2.466399903138e-6
portfolio-holdout	tensor-grid-cover-609	tensor-grid	portfolio-final	3	1.261706068774e-8
portfolio-holdout	tensor-grid-cover-609	tensor-grid	portfolio-final	4	2.415022099415e-11
